Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,0,0,0,,,0,0,0
4,2,4,24,8,HIT_MUD,false,0,1,0,0,0,,,0,0,-3
5,2,4,31,6,HIT_MUD,false,0,2,0,0,0,,,0,0,-6
6,2,4,39,6,HIT_MUD,false,0,3,1,0,0,,,0,0,-5
7,2,4,45,6,USED_BOOST,true,5,3,0,0,0,,,0,0,-1
8,2,4,51,6,ACCELERATING,true,4,3,0,0,0,,,0,0,-1
9,2,4,57,6,ACCELERATING,true,3,3,0,1,0,,,0,0,3
10,2,4,63,6,ACCELERATING,true,2,3,0,1,0,,,0,0,3
11,2,4,69,6,ACCELERATING,true,1,3,0,1,0,,,0,0,3
12,2,4,75,6,ACCELERATING,false,0,3,0,1,0,,,0,0,3
13,2,4,81,6,ACCELERATING,false,0,3,0,1,0,,,0,0,3
14,2,4,87,6,ACCELERATING,false,0,3,0,1,0,,,0,0,3
15,2,4,93,6,ACCELERATING,false,0,3,0,1,0,,,0,0,3
16,2,4,99,3,HIT_MUD,false,0,4,0,1,0,,,0,0,0
17,2,4,102,3,ACCELERATING,false,0,4,0,1,0,,,0,0,0
18,2,4,105,3,ACCELERATING,false,0,4,0,1,0,,,0,0,0
19,2,4,108,3,ACCELERATING,false,0,4,0,1,0,,,0,0,0
20,2,4,111,3,ACCELERATING,false,0,4,0,1,0,,,0,0,0
21,2,4,114,3,ACCELERATING,false,0,4,0,1,0,,,0,0,0
22,2,4,117,3,ACCELERATING,false,0,4,0,1,0,,,1,0,4
23,2,4,120,3,ACCELERATING,false,0,4,0,1,1,,,1,0,8
24,2,4,123,3,ACCELERATING,false,0,4,0,1,1,,,1,0,8
25,2,4,126,0,HIT_WALL,false,0,5,0,1,1,,,1,0,3
26,2,4,126,0,FIXED_CAR,false,0,3,0,1,1,,,1,0,3
27,2,4,129,0,HIT_WALL,false,0,5,0,2,2,,,1,0,6
28,2,4,129,0,FIXED_CAR,false,0,3,0,2,2,,,1,0,6
29,2,4,132,0,HIT_WALL,false,0,5,0,2,2,,,1,0,1
30,2,4,132,0,FIXED_CAR,false,0,3,0,2,2,,,1,0,1
31,2,4,135,3,ACCELERATING,false,0,3,0,2,2,,,1,0,1
32,2,4,141,6,ACCELERATING,false,0,3,0,2,2,,,1,0,1
33,2,4,147,6,ACCELERATING,false,0,3,0,3,2,,,1,0,5
34,2,4,153,6,ACCELERATING,false,0,3,0,3,2,,,1,0,5
35,2,4,159,6,ACCELERATING,false,0,3,1,3,2,,,1,0,9
36,2,4,165,6,USED_BOOST,true,5,3,0,3,2,,,1,0,13
37,2,4,171,6,ACCELERATING,true,4,3,0,3,2,,,1,0,13
38,2,4,177,3,HIT_MUD,false,0,4,0,3,1,,,1,0,10
39,2,4,180,3,ACCELERATING,false,0,4,0,3,1,,,1,0,10
40,2,4,183,3,ACCELERATING,false,0,4,0,3,1,,,1,0,10
41,2,4,186,3,ACCELERATING,false,0,4,0,3,1,,,1,0,10
42,2,4,189,3,ACCELERATING,false,0,4,0,4,1,,,1,0,14
43,2,4,192,3,ACCELERATING,false,0,4,0,4,1,,,1,0,14
44,2,4,195,0,HIT_MUD,false,0,5,1,4,1,,,1,0,15
45,2,4,195,0,FIXED_CAR,false,0,3,1,4,1,,,1,0,15
46,2,4,198,3,ACCELERATING,false,0,3,1,4,1,,,1,0,15
47,2,4,204,6,ACCELERATING,false,0,3,1,4,1,,,1,0,15
48,2,4,210,6,USED_LIZARD,false,0,3,1,4,0,,,1,0,15
49,2,4,216,3,HIT_MUD,false,0,4,0,4,0,,,1,0,16
50,2,4,219,3,ACCELERATING,false,0,4,0,4,0,,,1,0,16
51,2,4,222,3,ACCELERATING,false,0,4,0,4,1,,,1,0,20
52,2,4,225,3,ACCELERATING,false,0,4,0,4,1,,,1,0,20
53,2,4,228,3,ACCELERATING,false,0,4,0,4,1,,,1,0,20
54,2,4,231,3,ACCELERATING,false,0,4,0,4,1,,,1,0,20
55,2,4,234,0,HIT_MUD,false,0,5,0,4,1,,,1,0,17
56,2,4,234,0,FIXED_CAR,false,0,3,0,4,1,,,1,0,17
57,2,4,237,3,ACCELERATING,false,0,3,0,4,1,,,1,0,17
58,2,4,243,6,ACCELERATING,false,0,3,0,4,1,,,1,0,17
59,2,4,249,6,USED_LIZARD,false,0,3,0,4,0,,,1,0,17
60,2,4,255,6,ACCELERATING,false,0,3,0,4,0,,,1,0,17
61,2,4,261,6,ACCELERATING,false,0,3,0,4,0,,,1,0,17
62,2,4,267,3,HIT_MUD,false,0,4,0,4,0,,,1,0,14
63,2,4,270,3,ACCELERATING,false,0,4,0,4,0,,,1,0,14
64,2,4,273,3,ACCELERATING,false,0,4,0,4,0,,,1,0,14
65,2,4,276,3,ACCELERATING,false,0,4,0,4,0,,,1,0,14
66,2,4,279,0,HIT_MUD,false,0,5,0,4,0,,,1,0,11
67,2,4,279,0,FIXED_CAR,false,0,3,0,4,0,,,1,0,11
68,2,4,282,3,ACCELERATING,false,0,3,0,4,0,,,1,0,11
69,2,4,288,3,HIT_MUD,false,0,4,0,4,0,,,1,1,12
70,2,4,291,3,ACCELERATING,false,0,4,0,4,0,,,1,1,12
71,2,4,294,3,ACCELERATING,false,0,4,0,4,0,,,1,1,12
72,2,4,297,3,ACCELERATING,false,0,4,0,4,1,,,1,1,16
73,2,4,300,0,HIT_MUD,false,0,5,0,4,1,,,1,1,13
74,2,4,300,0,FIXED_CAR,false,0,3,0,4,1,,,1,1,13
75,2,4,303,3,ACCELERATING,false,0,3,0,4,1,,,1,1,13
76,2,4,309,6,ACCELERATING,false,0,3,0,4,1,,,1,1,13
77,2,4,315,6,ACCELERATING,false,0,3,0,4,1,,,1,2,17
78,2,4,321,6,USED_LIZARD,false,0,3,0,4,0,,,1,2,17
79,2,4,327,3,HIT_MUD,false,0,4,0,4,0,,,1,2,14
80,2,4,330,3,ACCELERATING,false,0,4,0,4,0,,,1,2,14
81,2,4,333,0,HIT_WALL,false,0,5,0,4,0,,,1,2,9
82,2,4,333,0,FIXED_CAR,false,0,3,0,4,0,,,1,2,9
83,2,4,336,3,ACCELERATING,false,0,3,0,4,0,,,1,2,9
84,2,4,342,6,ACCELERATING,false,0,3,0,4,0,,,1,2,9
85,2,4,348,6,ACCELERATING,false,0,3,0,4,0,,,1,2,9
86,2,4,354,6,ACCELERATING,false,0,3,0,5,0,,,2,2,17
87,2,4,360,3,HIT_MUD,false,0,4,0,5,0,,,2,2,14
88,2,4,363,3,ACCELERATING,false,0,4,0,5,0,,,2,2,14
89,2,4,366,3,ACCELERATING,false,0,4,0,5,0,,,2,2,14
90,2,4,369,3,ACCELERATING,false,0,4,0,5,0,,,2,2,14
91,2,4,372,3,ACCELERATING,false,0,4,0,5,0,,,2,2,14
92,2,4,375,3,ACCELERATING,false,0,4,0,5,0,,,2,2,14
93,2,4,378,3,ACCELERATING,false,0,4,0,5,0,,,2,2,14
94,2,4,381,3,ACCELERATING,false,0,4,0,6,0,,,2,2,18
95,2,4,384,3,ACCELERATING,false,0,4,0,6,0,,,2,2,18
96,2,4,387,3,ACCELERATING,false,0,4,0,6,0,,,2,2,18
97,2,4,390,3,ACCELERATING,false,0,4,1,6,0,,,2,2,22
98,2,4,393,0,HIT_MUD,false,0,5,1,6,0,,,2,2,19
99,2,4,393,0,FIXED_CAR,false,0,3,1,6,0,,,2,2,19
100,2,4,396,3,ACCELERATING,false,0,3,1,6,0,,,2,2,19
101,2,4,402,6,ACCELERATING,false,0,3,2,6,0,,,2,2,23
102,2,4,408,6,USED_BOOST,true,5,3,2,6,0,,,3,2,35
103,2,4,414,3,HIT_MUD,false,0,4,1,6,0,,,3,2,36
104,2,4,417,0,HIT_MUD,false,0,5,1,6,0,,,3,2,33
105,2,4,417,0,FIXED_CAR,false,0,3,1,6,0,,,3,2,33
106,2,4,420,3,ACCELERATING,false,0,3,1,6,0,,,3,3,37
107,2,4,426,6,ACCELERATING,false,0,3,1,6,0,,,3,3,37
108,2,4,432,6,USED_BOOST,true,5,3,0,6,0,,,3,3,41
109,2,4,438,6,ACCELERATING,true,4,3,0,6,0,,,3,3,41
110,2,4,444,6,ACCELERATING,true,3,3,0,6,0,,,3,3,41
111,2,4,450,0,HIT_WALL,false,0,5,0,6,0,,,4,3,40
112,2,4,450,0,FIXED_CAR,false,0,3,0,6,0,,,4,3,40
113,2,4,453,3,ACCELERATING,false,0,3,0,6,0,,,4,3,40
114,2,4,459,3,HIT_MUD,false,0,4,0,6,1,,,4,3,41
115,2,4,462,3,ACCELERATING,false,0,4,0,6,1,,,4,3,41
116,2,4,465,3,ACCELERATING,false,0,4,0,6,1,,,4,3,41
117,2,4,468,0,HIT_MUD,false,0,5,0,6,1,,,4,3,38
118,2,4,468,0,FIXED_CAR,false,0,3,0,6,1,,,4,3,38
119,2,4,471,3,ACCELERATING,false,0,3,0,6,1,,,4,3,38
120,2,4,477,3,HIT_MUD,false,0,4,0,6,1,,,4,4,39
121,2,4,480,3,ACCELERATING,false,0,4,0,6,1,,,4,4,39
122,2,4,483,3,ACCELERATING,false,0,4,1,6,1,,,4,4,43
123,2,4,486,3,ACCELERATING,false,0,4,1,6,1,,,4,4,43
124,2,4,489,0,HIT_WALL,false,0,5,1,6,1,,,4,4,38
125,2,4,489,0,FIXED_CAR,false,0,3,1,6,1,,,4,4,38
126,2,4,492,3,ACCELERATING,false,0,3,1,6,1,,,4,4,38
127,2,4,498,0,HIT_MUD,false,0,5,1,6,3,,,4,4,37
128,2,4,498,0,FIXED_CAR,false,0,3,1,6,3,,,4,4,37
129,2,4,501,3,HIT_MUD,false,0,4,1,6,3,,,4,4,34
130,2,4,504,3,ACCELERATING,false,0,4,1,6,3,,,4,4,34
131,2,4,507,3,ACCELERATING,false,0,4,1,6,3,,,4,4,34
132,2,4,510,3,ACCELERATING,false,0,4,1,6,3,,,4,4,34
133,2,4,513,3,ACCELERATING,false,0,4,1,6,3,,,4,4,34
134,2,4,516,3,ACCELERATING,false,0,4,1,6,3,,,4,4,34
135,2,4,519,0,HIT_WALL,false,0,5,1,6,3,,,4,4,29
136,2,4,519,0,FIXED_CAR,false,0,3,1,6,3,,,4,4,29
137,2,4,522,3,ACCELERATING,false,0,3,1,6,3,,,5,4,33
