Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
1,2,4,1,5,READY,false,0,0,0,0,0,,,0,0,0
2,2,4,7,6,ACCELERATING,false,0,0,0,0,0,,,0,0,0
3,2,4,15,8,ACCELERATING,false,0,0,1,0,0,,,0,0,4
4,2,4,30,15,USED_BOOST,true,5,0,0,0,0,,,0,0,8
5,2,4,45,8,HIT_MUD,false,0,2,0,0,0,,,0,0,2
6,2,4,52,0,HIT_MUD,false,0,5,0,0,0,,,0,0,-7
7,2,4,52,0,FIXED_CAR,false,0,3,0,0,0,,,0,0,-7
8,2,4,55,3,ACCELERATING,false,0,3,0,0,0,,,0,0,-7
9,2,4,61,0,HIT_WALL,false,0,5,0,0,1,,,0,0,-8
10,2,4,61,0,FIXED_CAR,false,0,3,0,0,1,,,0,0,-8
11,2,4,64,3,ACCELERATING,false,0,3,0,0,1,,,0,0,-8
12,2,4,70,3,HIT_MUD,false,0,4,0,0,1,,,0,0,-11
13,2,4,73,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-11
14,2,4,76,3,ACCELERATING,false,0,4,0,0,1,,,0,0,-11
15,2,4,79,3,ACCELERATING,false,0,4,0,1,1,,,0,0,-7
16,2,4,82,3,ACCELERATING,false,0,4,0,1,1,,,0,0,-7
17,2,4,85,3,ACCELERATING,false,0,4,0,1,1,,,0,0,-7
18,2,4,88,0,HIT_MUD,false,0,5,0,1,1,,,0,0,-10
19,2,4,88,0,FIXED_CAR,false,0,3,0,1,1,,,0,0,-10
20,2,4,91,3,ACCELERATING,false,0,3,0,1,1,,,0,0,-10
21,2,4,97,6,ACCELERATING,false,0,3,0,1,1,,,1,0,-6
22,2,4,103,3,HIT_MUD,false,0,4,0,1,0,,,1,0,-9
23,2,4,106,3,ACCELERATING,false,0,4,1,1,0,,,1,0,-5
24,2,4,109,3,ACCELERATING,false,0,4,1,1,0,,,1,0,-5
25,2,4,112,3,ACCELERATING,false,0,4,1,1,0,,,1,0,-5
26,2,4,115,3,ACCELERATING,false,0,4,1,1,0,,,1,0,-5
27,2,4,118,3,ACCELERATING,false,0,4,1,1,0,,,1,0,-5
28,2,4,121,3,ACCELERATING,false,0,4,1,1,0,,,1,0,-5
29,2,4,124,3,ACCELERATING,false,0,4,1,1,1,,,1,0,-1
30,2,4,127,0,HIT_WALL,false,0,5,1,1,1,,,1,0,-6
31,2,4,127,0,FIXED_CAR,false,0,3,1,1,1,,,1,0,-6
32,2,4,130,3,ACCELERATING,false,0,3,1,1,1,,,1,0,-6
33,2,4,136,3,HIT_MUD,false,0,4,1,1,1,,,1,0,-9
34,2,4,139,3,ACCELERATING,false,0,4,1,1,1,,,1,0,-9
35,2,4,142,3,ACCELERATING,false,0,4,1,1,1,,,1,0,-9
36,2,4,145,3,ACCELERATING,false,0,4,1,2,1,,,1,0,-5
37,2,4,148,3,ACCELERATING,false,0,4,1,2,1,,,1,0,-5
38,2,4,151,3,ACCELERATING,false,0,4,1,2,1,,,1,0,-5
39,2,4,154,0,HIT_MUD,false,0,5,1,2,1,,,1,0,-8
40,2,4,154,0,FIXED_CAR,false,0,3,1,2,1,,,1,0,-8
41,2,4,157,3,ACCELERATING,false,0,3,1,2,1,,,1,0,-8
42,2,4,163,6,ACCELERATING,false,0,3,1,2,1,,,1,0,-8
43,2,4,169,3,HIT_MUD,false,0,4,1,2,0,,,1,0,-11
44,2,4,172,3,ACCELERATING,false,0,4,1,2,0,,,1,0,-11
45,2,4,175,3,ACCELERATING,false,0,4,1,2,0,,,1,0,-11
46,2,4,178,3,ACCELERATING,false,0,4,1,2,0,,,2,0,-7
47,2,4,181,3,ACCELERATING,false,0,4,1,2,0,,,2,0,-7
48,2,4,184,3,ACCELERATING,false,0,4,1,2,0,,,2,0,-7
49,2,4,187,3,ACCELERATING,false,0,4,1,2,0,,,2,0,-7
50,2,4,190,3,ACCELERATING,false,0,4,1,2,0,,,2,0,-7
51,2,4,193,3,ACCELERATING,false,0,4,1,2,0,,,2,0,-7
52,2,4,196,3,ACCELERATING,false,0,4,1,2,0,,,2,0,-7
53,2,4,199,0,HIT_MUD,false,0,5,1,2,0,,,2,1,-6
54,2,4,199,0,FIXED_CAR,false,0,3,1,2,0,,,2,1,-6
55,2,4,202,3,ACCELERATING,false,0,3,1,2,0,,,2,1,-6
56,2,4,208,6,ACCELERATING,false,0,3,1,2,0,,,2,2,-2
57,2,4,214,0,HIT_WALL,false,0,5,0,2,0,,,2,2,-3
58,2,4,214,0,FIXED_CAR,false,0,3,0,2,0,,,2,2,-3
59,2,4,217,3,ACCELERATING,false,0,3,0,2,0,,,2,2,-3
60,2,4,223,6,ACCELERATING,false,0,3,1,2,1,,,2,2,5
61,2,4,229,6,USED_LIZARD,false,0,3,1,2,0,,,2,2,5
62,2,4,235,6,USED_BOOST,true,5,3,1,2,0,,,2,2,13
63,2,4,241,6,USED_BOOST,true,5,3,0,2,0,,,2,2,17
64,2,4,247,6,ACCELERATING,true,4,3,0,2,0,,,2,2,17
65,2,4,253,6,ACCELERATING,true,3,3,0,2,0,,,2,2,17
66,2,4,259,6,ACCELERATING,true,2,3,0,2,1,,,2,2,21
67,2,4,265,6,USED_LIZARD,true,1,3,0,2,0,,,2,2,21
68,2,4,271,0,HIT_MUD,false,0,5,0,2,0,,,2,2,12
69,2,4,271,0,FIXED_CAR,false,0,3,0,2,0,,,2,2,12
70,2,4,274,3,ACCELERATING,false,0,3,0,2,0,,,2,2,12
71,2,4,280,6,ACCELERATING,false,0,3,0,2,0,,,2,2,12
72,2,4,286,6,ACCELERATING,false,0,3,0,2,0,,,2,2,12
73,2,4,292,6,ACCELERATING,false,0,3,0,2,0,,,2,2,12
74,2,4,298,0,HIT_MUD,false,0,5,0,2,0,,,2,2,-3
75,2,4,298,0,FIXED_CAR,false,0,3,0,2,0,,,2,2,-3
76,2,4,301,3,ACCELERATING,false,0,3,0,2,0,,,2,2,-3
77,2,4,307,6,ACCELERATING,false,0,3,0,2,1,,,2,2,1
78,2,4,313,6,ACCELERATING,false,0,3,0,2,1,,,2,2,1
79,2,4,319,6,ACCELERATING,false,0,3,0,2,1,,,2,2,1
80,2,4,325,6,ACCELERATING,false,0,3,0,2,1,,,2,2,1
81,2,4,331,6,ACCELERATING,false,0,3,0,2,1,,,2,2,1
82,2,4,337,6,ACCELERATING,false,0,3,0,2,1,,,2,2,1
83,2,4,343,6,ACCELERATING,false,0,3,1,2,2,,,2,2,9
84,2,4,349,6,USED_BOOST,true,5,3,0,2,2,,,2,2,13
85,2,4,355,6,ACCELERATING,true,4,3,0,2,2,,,2,2,13
86,2,4,361,6,ACCELERATING,true,3,3,0,2,2,,,2,2,13
87,2,4,367,6,USED_LIZARD,true,2,3,0,2,1,,,2,2,13
88,2,4,373,6,USED_LIZARD,true,1,3,0,2,0,,,2,2,13
89,2,4,379,3,HIT_MUD,false,0,4,0,2,0,,,2,2,10
90,2,4,382,3,ACCELERATING,false,0,4,0,2,0,,,2,3,14
91,2,4,385,3,ACCELERATING,false,0,4,0,2,0,,,2,3,14
92,2,4,388,3,ACCELERATING,false,0,4,0,2,0,,,2,3,14
93,2,4,391,0,HIT_MUD,false,0,5,0,2,1,,,2,3,15
94,2,4,391,0,FIXED_CAR,false,0,3,0,2,1,,,2,3,15
95,2,4,394,3,ACCELERATING,false,0,3,0,2,1,,,2,3,15
96,2,4,400,6,ACCELERATING,false,0,3,0,2,1,,,3,3,19
97,2,4,406,6,ACCELERATING,false,0,3,0,2,1,,,3,3,19
98,2,4,412,6,USED_LIZARD,false,0,3,0,2,0,,,3,3,19
99,2,4,418,3,HIT_MUD,false,0,4,0,3,0,,,3,3,20
100,2,4,421,3,ACCELERATING,false,0,4,0,3,0,,,3,3,20
101,2,4,424,3,ACCELERATING,false,0,4,0,3,0,,,3,3,20
102,2,4,427,0,HIT_WALL,false,0,5,0,3,0,,,3,3,15
103,2,4,427,0,FIXED_CAR,false,0,3,0,3,0,,,3,3,15
104,2,4,430,3,ACCELERATING,false,0,3,0,3,0,,,3,3,15
105,2,4,436,6,ACCELERATING,false,0,3,0,3,0,,,3,3,15
106,2,4,442,3,HIT_MUD,false,0,4,0,3,0,,,3,3,12
107,2,4,445,3,ACCELERATING,false,0,4,0,3,0,,,3,3,12
108,2,4,448,3,ACCELERATING,false,0,4,0,3,0,,,3,3,12
109,2,4,451,0,HIT_MUD,false,0,5,0,3,0,,,3,3,9
110,2,4,451,0,FIXED_CAR,false,0,3,0,3,0,,,3,3,9
111,2,4,454,3,ACCELERATING,false,0,3,0,3,0,,,3,3,9
112,2,4,460,3,HIT_MUD,false,0,4,0,3,0,,,3,3,6
113,2,4,463,3,ACCELERATING,false,0,4,0,3,0,,,3,3,6
114,2,4,466,3,ACCELERATING,false,0,4,0,3,0,,,3,3,6
115,2,4,469,3,ACCELERATING,false,0,4,0,3,0,,,3,3,6
116,2,4,472,0,HIT_WALL,false,0,5,0,3,0,,,3,3,1
117,2,4,472,0,FIXED_CAR,false,0,3,0,3,0,,,3,3,1
118,2,4,475,3,ACCELERATING,false,0,3,0,3,0,,,3,3,1
119,2,4,481,6,ACCELERATING,false,0,3,0,3,0,,,3,3,1
120,2,4,487,0,HIT_WALL,false,0,5,0,3,0,,,3,3,-4
121,2,4,487,0,FIXED_CAR,false,0,3,0,3,0,,,3,3,-4
122,2,4,490,3,ACCELERATING,false,0,3,1,3,0,,,3,3,0
123,2,4,496,6,ACCELERATING,false,0,3,1,3,0,,,3,3,0
124,2,4,502,6,USED_BOOST,true,5,3,0,3,0,,,3,3,4
125,2,4,508,6,ACCELERATING,true,4,3,0,3,0,,,3,3,4
126,2,4,514,6,ACCELERATING,true,3,3,0,3,0,,,3,3,4
127,2,4,520,6,ACCELERATING,true,2,3,1,3,0,,,3,3,8
128,2,4,526,6,USED_BOOST,true,5,3,0,3,0,,,3,3,12
129,2,4,532,0,HIT_WALL,false,0,5,0,3,0,,,3,3,7
130,2,4,532,0,FIXED_CAR,false,0,3,0,3,0,,,3,3,7
131,2,4,535,3,ACCELERATING,false,0,3,0,3,0,,,4,3,11
132,2,4,541,6,ACCELERATING,false,0,3,0,3,0,,,4,3,11
133,2,4,547,0,HIT_WALL,false,0,5,0,3,0,,,4,3,6
134,2,4,547,0,FIXED_CAR,false,0,3,0,3,0,,,4,3,6
135,2,4,550,3,HIT_MUD,false,0,4,0,3,0,,,4,3,3
136,2,4,553,3,ACCELERATING,false,0,4,0,3,0,,,4,3,3
